,Rhe_100.00,Rhe_79.43,Rhe_63.10,Rhe_50.12,Rhe_39.81,Rhe_31.62,Rhe_25.12,Rhe_19.95,Rhe_15.85,Rhe_12.59,Rhe_10.00,Rhe_7.94,Rhe_6.31,Rhe_5.01,Rhe_3.98,Rhe_3.16,Rhe_2.51,Rhe_2.00,Rhe_1.58,Rhe_1.26,Rhe_1.00,Rhe_0.79,Rhe_0.63,Rhe_0.50,Rhe_0.40,Rhe_0.32,Rhe_0.25,Rhe_0.20,Rhe_0.16,Rhe_0.13,Rhe_0.10,Rhe_SM_100.00,Rhe_SM_79.43,Rhe_SM_63.10,Rhe_SM_50.12,Rhe_SM_39.81,Rhe_SM_31.62,Rhe_SM_25.12,Rhe_SM_19.95,Rhe_SM_15.85,Rhe_SM_12.59,Rhe_SM_10.00,Rhe_SM_7.94,Rhe_SM_6.31,Rhe_SM_5.01,Rhe_SM_3.98,Rhe_SM_3.16,Rhe_SM_2.51,Rhe_SM_2.00,Rhe_SM_1.58,Rhe_SM_1.26,Rhe_SM_1.00,Rhe_SM_0.79,Rhe_SM_0.63,Rhe_SM_0.50,Rhe_SM_0.40,Rhe_SM_0.32,Rhe_SM_0.25,Rhe_SM_0.20,Rhe_SM_0.16,Rhe_SM_0.13,Rhe_SM_0.10,Rhe_LM_100.00,Rhe_LM_79.43,Rhe_LM_63.10,Rhe_LM_50.12,Rhe_LM_39.81,Rhe_LM_31.62,Rhe_LM_25.12,Rhe_LM_19.95,Rhe_LM_15.85,Rhe_LM_12.59,Rhe_LM_10.00,Rhe_LM_7.94,Rhe_LM_6.31,Rhe_LM_5.01,Rhe_LM_3.98,Rhe_LM_3.16,Rhe_LM_2.51,Rhe_LM_2.00,Rhe_LM_1.58,Rhe_LM_1.26,Rhe_LM_1.00,Rhe_LM_0.79,Rhe_LM_0.63,Rhe_LM_0.50,Rhe_LM_0.40,Rhe_LM_0.32,Rhe_LM_0.25,Rhe_LM_0.20,Rhe_LM_0.16,Rhe_LM_0.13,Rhe_LM_0.10,Rhe_Loss_100.00,Rhe_Loss_79.43,Rhe_Loss_63.10,Rhe_Loss_50.12,Rhe_Loss_39.81,Rhe_Loss_31.62,Rhe_Loss_25.12,Rhe_Loss_19.95,Rhe_Loss_15.85,Rhe_Loss_12.59,Rhe_Loss_10.00,Rhe_Loss_7.94,Rhe_Loss_6.31,Rhe_Loss_5.01,Rhe_Loss_3.98,Rhe_Loss_3.16,Rhe_Loss_2.51,Rhe_Loss_2.00,Rhe_Loss_1.58,Rhe_Loss_1.26,Rhe_Loss_1.00,Rhe_Loss_0.79,Rhe_Loss_0.63,Rhe_Loss_0.50,Rhe_Loss_0.40,Rhe_Loss_0.32,Rhe_Loss_0.25,Rhe_Loss_0.20,Rhe_Loss_0.16,Rhe_Loss_0.13,Rhe_Loss_0.10,Rhe_Crossover,Rhe_SMCrossover,Rhe_Log,Rhe_V_deg,Rhe_V_deg_custom
0,3.2371030777246834,3.29435350881059,3.3509477406258523,3.407397487679264,3.4627018228577815,3.5176756563083456,3.571781921028821,3.625563326599898,3.677789230556801,3.729332920666652,3.779847184273863,3.829793825007246,3.8786225694259295,3.926716487319249,3.973920498516012,4.020428079709768,4.066088282634875,4.110959569977377,4.1549266596083,4.197913151843156,4.240675565925817,4.283120710167107,4.324971772397112,4.365887712528256,4.406381244025893,4.446072004875792,4.485527544100226,4.524427705135214,4.563111342730223,4.601155993951539,4.63887222972747,5.142605220548035,5.09423335620071,5.045292037293553,4.996225334638612,4.946172041175688,4.895834072558273,4.843934849935776,4.791451017946691,4.737943959586393,4.683988133677976,4.628585140637815,4.572384182402401,4.515022435605256,4.456897667167416,4.397828032599047,4.3380189566631095,4.277117524648675,4.215199100449333,4.153093668304205,4.090785426855807,4.027351648750131,3.962324239637607,3.8971526799975873,3.831754218667304,3.766024339013817,3.69966461158196,3.6331414632928865,3.566232465061176,3.4991438405387076,3.4315251180107733,3.3636074395170086,5.009754884674736,4.977389804476443,4.943060546552989,4.908298811611977,4.871777110029572,4.834747580028507,4.79578922856505,4.75610863258578,4.715025706047685,4.673327743942672,4.6299865670669105,4.585739324644494,4.540104270767355,4.493556966714722,4.445884662884321,4.397331947191224,4.347648458520137,4.296912211622992,4.245640770233126,4.19378891357374,4.140791298883809,4.086171421344065,4.031123191814979,3.9754007100726723,3.9192032296436086,3.8621030335143676,3.8046069757298535,3.746176254003636,3.687407292670808,3.627640148810169,3.5675236321929127,0.73614,0.76388,0.79022,0.8169,0.84269,0.86876,0.89496,0.92169,0.94862,0.97606,1.00365,1.03167,1.05981,1.08827,1.11716,1.14655,1.17645,1.20687,1.23735,1.2678,1.29883,1.33035,1.36157,1.39182,1.42242,1.45307,1.48372,1.51343,1.54296,1.57075,1.59892,1.013070512732858,4.635826606184568,0.678551373979726,-7.429916630434095e-06,-0.056993204473733794
1,3.2445745316973453,3.303667449627166,3.3618921702776587,3.4199257282910573,3.476800889283631,3.5333418010345987,3.588919214806836,3.6441358467000877,3.6976995389405944,3.7505382822314424,3.8023734037956975,3.853655129938161,3.9038083242158907,3.9532197001035,4.001537339629127,4.048999033027244,4.095732382065118,4.141787636877185,4.186728713705838,4.2304614707746815,4.2740852541080985,4.317554743193502,4.360307001513555,4.40193029344331,4.443005396677658,4.483038688840367,4.522633624415094,4.561193562176062,4.5994222179689865,4.636673221414059,4.673732785402585,5.159353899326914,5.113047857438698,5.065829011432528,5.018409182239361,4.96992090079689,4.921124323504472,4.870574711838642,4.819368678877694,4.766978111508384,4.714068029787714,4.659663201933776,4.604434173950403,4.547964935021734,4.4906804679581915,4.4321783918949205,4.3727234292807395,4.312357630172566,4.251143835637373,4.189404043635586,4.127093809927202,4.063859261554326,3.9993159893830557,3.9344873366975643,3.869209478588929,3.8035815231969488,3.737288223106067,3.6704848515645216,3.6024771576756653,3.5341918428535473,3.4650872387527265,3.39596686756924,4.9990161989539175,4.969428880324073,4.93767692029279,4.905448344662768,4.871451595047233,4.836944648712156,4.800405317170096,4.763104961805863,4.724275883858758,4.6847763371651965,4.643633668302041,4.601584985031102,4.558109051523721,4.513694943140671,4.467924395736751,4.421092314954973,4.373135090584027,4.324130349439706,4.274423140859701,4.223954110912121,4.1723519141068035,4.119145283226787,4.0653738551732035,4.010713400675341,3.9553812279328358,3.8987724809210182,3.8416147474285225,3.78316080947621,3.7242391128019956,3.6639370053039673,3.6033602781021226,0.6913,0.71806,0.74419,0.77089,0.79703,0.82361,0.85063,0.87837,0.90625,0.93468,0.96385,0.99385,1.02393,1.05436,1.08573,1.11807,1.15042,1.1828,1.2159,1.24974,1.28381,1.31778,1.35185,1.3855,1.41874,1.45037,1.48271,1.5158,1.54891,1.58058,1.61192,0.8793104529330299,4.592751029361599,0.72709923542312,-9.258164859211692e-06,-0.05063518630556918
2,3.200848351227029,3.2543586331331884,3.3072895342142363,3.360092864928515,3.4118336964483893,3.4632679493348686,3.5138841712522746,3.5641940800464105,3.6130726777126436,3.6613235298835938,3.7086660662219377,3.75550775830242,3.801544623603486,3.8470524515632643,3.8919271142409424,3.936306269059092,3.9801251438709464,4.023422393188754,4.066140826147119,4.108231535475083,4.150341613039083,4.192479114485909,4.234151964932528,4.275093425505129,4.315744540703342,4.355843865940911,4.395681004281271,4.434899096157513,4.473919773085557,4.5123578547660115,4.550398859560316,5.088952019123406,5.035624740133812,4.9820268841170705,4.928369451880911,4.874099909733439,4.819653746704453,4.763974820221758,4.7078342870702645,4.651103143374181,4.594112969028956,4.536072871504176,4.477453848152902,4.4182373713977166,4.358628170148234,4.298502922527077,4.237973822981386,4.176783320481504,4.114977046567465,4.053278636685286,3.9916972050591424,3.929298539460785,3.865742763587049,3.8019173439416636,3.7376674868659405,3.673134476421473,3.6080633416558054,3.5424722517563283,3.4756535024472255,3.4085309316425123,3.3405117484601865,3.271857136350814,5.002289077323256,4.966004043366965,4.927514713471111,4.888540036741989,4.847645936267235,4.806197996898771,4.762641844714483,4.718296275140864,4.672539102179502,4.626162826619386,4.578158471974897,4.529256397426113,4.479241480792947,4.428495059230607,4.376905197019338,4.324655267747466,4.271577867219617,4.217730084677202,4.1638105279080175,4.109813131799751,4.0549517445350425,3.9988670439232705,3.9426769244530195,3.886320868153489,3.829695018763299,3.772556437399315,3.7151478501406627,3.6571017555492356,3.5987955421432445,3.5397216882378335,3.480312503974666,0.81924,0.85196,0.88196,0.91211,0.94056,0.96908,0.99669,1.0244,1.05067,1.07662,1.10185,1.12691,1.15097,1.17451,1.19772,1.22074,1.24378,1.26683,1.28976,1.31249,1.33547,1.35864,1.38274,1.40812,1.43395,1.46024,1.48801,1.51868,1.55003,1.58219,1.61612,1.3879095541761348,4.757187220949562,0.5461037114979135,-2.6644608413287837e-06,-0.06690446422129456
3,3.1256570429399035,3.174511073649027,3.2223301101230466,3.2699212622083578,3.3160042505736103,3.3616520695689065,3.406140004091014,3.4501936198045193,3.492505066135081,3.5340524308691093,3.57450966151912,3.6143657931502315,3.6530537028192467,3.690973703840183,3.727905408258487,3.76406368190723,3.799560711273591,3.834442117114475,3.8683915072253363,3.9013301311157598,3.934044447493008,3.9664411706074683,3.998353847798767,4.029504607576295,4.06024109633672,4.0901902797115826,4.11981131341029,4.148657556583763,4.177173420277932,4.2047142935338755,4.232107799727145,4.988110148348374,4.9275102726465505,4.866078098134229,4.804462666281548,4.741591483567874,4.678357961186667,4.613322194898326,4.547611581061454,4.480819212351169,4.4135524063734906,4.344883583032384,4.275441689911205,4.204894637846466,4.13362113105314,4.061402012041037,3.9884428679152255,3.9148334447121966,3.8406186058502194,3.7661289294981226,3.6913411933198845,3.6154470725295105,3.5379864374046393,3.4604386319448524,3.382753615363482,3.304629290264176,3.2256700718969658,3.1462187658279706,3.065605592381883,2.9842719766531243,2.9008122462474994,2.8171616913658313,4.9602915484174055,4.919817818961353,4.876681310441085,4.832958505338457,4.7868535976299444,4.740061347660508,4.690832634491106,4.640691591005326,4.588825404772593,4.536202603592485,4.481753808097632,4.4262981629245886,4.369362058822749,4.3114528044267075,4.252285288998748,4.19213307326481,4.1309278975499755,4.068742407855108,4.006112308927251,3.9430000345931635,3.8787426326623327,3.8128638609551966,3.7467356041990754,3.680214642142941,3.6132810944215548,3.5455634415887247,3.4774359549517753,3.40834081679808,3.338886572781169,3.2683725647357402,3.1976920963051265,0.93798,0.98271,1.02502,1.06811,1.11017,1.15304,1.19577,1.23939,1.28249,1.32613,1.3704,1.41564,1.46059,1.50574,1.55152,1.59806,1.64463,1.69123,1.73805,1.78494,1.8332,1.88293,1.93317,1.98339,2.03512,2.0886,2.14392,2.20177,2.2629,2.33094,2.40133,1.8586243302785803,4.902092313637063,0.7505618454518359,-1.5212278749590174e-05,-0.22887349576867577
4,3.184765200681847,3.2436758837667865,3.302036123253832,3.360275167763082,3.4173781993848493,3.4741534413133803,3.529992005823267,3.5854798335333675,3.6393490481824706,3.6925083697668892,3.744646957854164,3.7962227155520902,3.846661010882589,3.8963516180608306,3.944991182393763,3.9928082131773053,4.039991395388429,4.086584460518037,4.132143422688544,4.176580907054263,4.2208423361744885,4.264854491257708,4.30817356328167,4.350401679433305,4.392027017580611,4.432506799283734,4.472588750320653,4.511731388650402,4.550608997739773,4.588704473444791,4.6265744244397125,5.099927835342821,5.053338589003493,5.006222203417975,4.958989751159792,4.910730287914329,4.862174486448927,4.811927513307912,4.761047283390467,4.709047295749959,4.656556203612633,4.602580865773184,4.547787117543591,4.49179423124561,4.435013115071443,4.377067661504132,4.318211010691344,4.2585538664712095,4.198151456463337,4.13734502559456,4.076100436578028,4.013870630420967,3.950245869142164,3.8863013151238675,3.8218533883605588,3.756989754499317,3.6913360865294185,3.625218235889233,3.5580044081270406,3.4905653759559097,3.422461733630924,3.3542351193591,4.938348990923538,4.908843004840826,4.8773577314459535,4.845436654132777,4.811694156914132,4.777426099313773,4.741110740617383,4.704028772870494,4.66543024319252,4.6261665781615635,4.58522897304271,4.5433683605967605,4.500041313204817,4.455750333726315,4.410169890544669,4.3635803278833265,4.315950768195329,4.26735296298639,4.218118501585161,4.168193590297069,4.117091569959537,4.064322898141893,4.011045836596267,3.956968538746286,3.9021762284180164,3.846025065875083,3.7893624391507954,3.731492200878173,3.673226670624245,3.6137945858198988,3.554077114114808,0.68911,0.71687,0.74319,0.76989,0.79603,0.82261,0.84928,0.87652,0.90425,0.93268,0.96125,0.99025,1.01936,1.04881,1.07894,1.1098,1.14093,1.17232,1.20401,1.23591,1.26802,1.30003,1.3323,1.36449,1.39658,1.42771,1.45928,1.49092,1.52267,1.55337,1.58412,0.8661824783066294,4.5288518035279655,0.7088544452357386,-9.418997283735659e-06,-0.05461700177104539
5,3.32121683136254,3.3805466788162986,3.43896117370253,3.4971741230038593,3.553851140009177,3.6100849712576673,3.6652714323003397,3.7200657082374238,3.7731396551712924,3.825459098227697,3.8765870314450246,3.9270579678237714,3.9762854652009225,4.024695612694601,4.071911889786904,4.118193856877103,4.163678528223103,4.208420910523321,4.252146914085766,4.294770660173193,4.337167055143982,4.379241546630204,4.420705346578038,4.461207879787077,4.501293592651974,4.540587154734437,4.5794180430938445,4.617156518480672,4.654703229489832,4.691684020648701,4.7283858376968215,5.233643470086999,5.187211736904738,5.139764744272175,5.092094209533099,5.042960310705518,4.993404166432618,4.9420028826536875,4.889910688894058,4.836581518555272,4.782709833726681,4.727186559738989,4.6707526026162975,4.613019327400959,4.554431971224422,4.494585144140963,4.433752669915856,4.372003125018667,4.309399780591597,4.246390661951167,4.18294148351402,4.118514258279104,4.052702231138855,3.986626671355471,3.9201362943808915,3.853373188034045,3.7860917688440154,3.7181326425443233,3.648573390380372,3.578890716244399,3.508843811025566,3.4384563737011677,5.080461254742244,5.051455952364687,5.0202599687839,4.988581636178742,4.9546637209287905,4.920099586750574,4.88336471743984,4.8458170193184245,4.806603800571562,4.766660116114962,4.724819704285518,4.681933440517291,4.637430331777785,4.5918644218102145,4.5448256330665,4.496634186541777,4.447181972406471,4.396555974071169,4.345345147747737,4.293500078970098,4.240384754806333,4.18547089383386,4.130162354669723,4.07423256675311,4.017786663797302,3.9603599050786364,3.9024216540412517,3.843275726265479,3.78378793154185,3.723291248548321,3.662510141455,0.70293,0.73169,0.75935,0.78754,0.81586,0.84491,0.87401,0.90374,0.93356,0.96396,0.99477,1.02624,1.05779,1.08969,1.12227,1.15559,1.18892,1.22228,1.25591,1.28975,1.32381,1.35779,1.39204,1.42618,1.4604,1.49396,1.52883,1.5658,1.60287,1.63843,1.67503,0.9831636855640903,4.717685173462714,0.7906143600505828,-7.3116298856368835e-06,-0.06497538575728251
6,3.3284226372391124,3.3882978600972677,3.4471935257103605,3.50587351247194,3.563145648508584,3.6200115591678617,3.6757838555297835,3.7311466500209813,3.784705294313177,3.8374726719656733,3.8890060103956388,3.939858900790348,3.989433596731854,4.0381680963861015,4.085667909307344,4.1322014709518795,4.177877739764027,4.222755862731203,4.266453200957614,4.308869984900091,4.350921304830715,4.392455169440095,4.433307319883275,4.473086409680131,4.512276240169968,4.550346206053392,4.588076199505185,4.625003488553484,4.661565249063196,4.697048291173114,4.732307108786637,5.242045592744462,5.196452465563714,5.149767691934747,5.102842557134094,5.054492676989424,5.005731694610922,4.955015328654553,4.903566772098955,4.850707928181969,4.797230559046426,4.741978751392934,4.685748521781372,4.628068823116367,4.569436344616209,4.509397827160103,4.448258960223108,4.386046024794817,4.32283312375159,4.258946385341837,4.194328873804446,4.128500824556657,4.060958792183294,3.9929970328911737,3.9243745960033287,3.8553090571490354,3.785401418640543,3.7151807278878013,3.6442208913368472,3.5728050037255024,3.50004325590768,3.4272254655696424,5.085241283758296,5.056396223996658,5.0254145961228796,4.993962533956672,4.960576443224714,4.9266322995398975,4.890563211201544,4.853698440297735,4.815179883208322,4.775936006987853,4.73479897707514,4.692618065962136,4.648863212945299,4.604073760363487,4.557764388195443,4.510265544566364,4.461477304511165,4.411488626545822,4.360749365245403,4.309196100822889,4.256246306647711,4.201319185504313,4.145907237291387,4.089732140582766,4.032847148548323,3.974613028574167,3.91586515216859,3.8559042519382163,3.7954787649067514,3.733682223195947,3.671577910693863,0.69671,0.72397,0.75096,0.77866,0.80576,0.83333,0.86201,0.89173,0.92156,0.95196,0.98337,1.01583,1.04892,1.08279,1.11758,1.15335,1.18962,1.22641,1.26414,1.3028,1.34197,1.38135,1.42178,1.4632,1.50483,1.54566,1.58695,1.6278,1.66967,1.71248,1.75533,0.9483620724014178,4.712942663400829,0.8311076093348326,-7.376421396514766e-06,-0.1312074360867781
7,3.5827340128415694,3.6477068936117862,3.7116567389066084,3.7753813305501596,3.837516420810871,3.89919286936688,3.960034595406497,4.020563761295397,4.079393121739381,4.137476979384835,4.194391232891457,4.250660568725738,4.306056033006508,4.360877074988403,4.41466264815262,4.467637875413027,4.519896879488123,4.571489074557444,4.622062203359731,4.671530160692229,4.720823992100215,4.769871281268884,4.818163196700025,4.865266106437515,4.911907300027844,4.957671019479992,5.003065554958208,5.047588414927833,5.091951924150376,5.135845170182279,5.179464305823228,5.514574674683714,5.475376359580001,5.43507247858985,5.394525171611441,5.352491284254721,5.310028452545014,5.266014033987014,5.221418625942048,5.175657839233123,5.12938593961852,5.081515330300401,5.032763195543313,4.98312415872494,4.932902134418931,4.881609187861334,4.829478150032069,4.77646065093333,4.722617849721446,4.668361816685023,4.613657636258362,4.557974530463991,4.500905378260255,4.443343766075085,4.38500699092069,4.326395629052225,4.267262425677317,4.207625687874507,4.146800060798356,4.085905671546658,4.024808355428719,3.963469724231996,5.296551300574668,5.272973048467649,5.247239062213817,5.221030421569373,5.192669316143294,5.163687129150028,5.1327859480014055,5.101166202192031,5.067906444878902,5.033927409758224,4.998185140111754,4.961470626395667,4.923518069394917,4.8847517091009465,4.844676288100387,4.803576411291888,4.761381233801689,4.71816632293664,4.674369090349702,4.629940333332571,4.5843258189509575,4.537032407793386,4.489246577700125,4.440685649324441,4.391510332834729,4.341167395060704,4.290385662232351,4.2385678956085355,4.186396794760385,4.133182961040705,4.079663894399751,0.60561,0.62789,0.64929,0.67103,0.69234,0.71399,0.7358,0.75807,0.78029,0.80283,0.82556,0.84866,0.87163,0.89468,0.9182,0.9422,0.96597,0.98952,1.01362,1.03827,1.06283,1.08697,1.1117,1.13707,1.16195,1.18531,1.20957,1.23537,1.26073,1.28365,1.3068,0.25621786815563535,4.6988637632995545,0.7359854965893842,-2.4485089903953972e-06,-0.02972680255228702
8,3.3314600101149097,3.3916713409708636,3.4509867267456333,3.5101048442325298,3.567878693101792,3.625264660502284,3.681759867866378,3.7379215301023265,3.7923677367965807,3.8460615762509254,3.8986393006868423,3.9506016010737897,4.00134271464285,4.051281105148417,4.10024009724448,4.148432623921971,4.1956954489352745,4.242092714723432,4.287576147154404,4.33206853217019,4.3761991447003465,4.4198175282131,4.462907841778312,4.505166939766827,4.546941921137477,4.587796857728729,4.6284431181394,4.668596676090813,4.708572153858833,4.748022095517287,4.787267395146769,5.245296447498371,5.200320794826548,5.154389963025144,5.108248817724887,5.060821093310198,5.013022133772564,4.963561340798585,4.9134782766239224,4.862152231986928,4.810281039759843,4.756843688888295,4.702542761217148,4.646911847898189,4.590406694891452,4.532878813406102,4.474550556272328,4.4150626557907575,4.354495118414957,4.293753886757039,4.232824284747177,4.1705310748919295,4.10630715257147,4.0420595276081315,3.9777745934964517,3.9130897207684323,3.8476447805834777,3.7820502150561746,3.7161023690250237,3.6499516649360984,3.5832023004708553,3.516475160774218,5.087914696703272,5.058859239902958,5.027772986445278,4.996239587651103,4.962844909391148,4.928913169430218,4.893056457444887,4.856478942459507,4.818341083000164,4.779518886144756,4.7389261734564485,4.697357201772404,4.654289765792565,4.610237343882522,4.5649180062126415,4.518607195131313,4.471022760192322,4.422252571338903,4.3728963171110955,4.322904477840686,4.271654349949552,4.218622629236173,4.165188214206433,4.111119932420562,4.056496604039431,4.000818431078219,3.9447613114627855,3.8878094657516393,3.830577171596916,3.7725172397359104,3.714147497241638,0.6959,0.72216,0.74742,0.77312,0.79831,0.82389,0.84994,0.87668,0.90393,0.93186,0.95994,0.98846,1.01736,1.04681,1.07667,1.10705,1.13768,1.16859,1.19956,1.2305,1.26241,1.2954,1.32793,1.35915,1.3909,1.423,1.45486,1.48505,1.51567,1.54637,1.57642,0.8597227564162738,4.680136258518013,0.7409448850091707,-5.935565281847857e-06,-0.0632449015237353
